user_name;tweet;personal (0=no, 1=yes);tweet_proc
ninawellandfit;Statins raise risk of Type 2 diabetes by nearly a third https://t.co/Hsjnjcfzcg via https://t.co/VM3O0oadZ5;0;['statin', 'rais', 'risk', 'TYPETWO', 'diabet', 'near', 'third', 'URL', 'via', 'URL']
hannahjohnsun;krystian: *picks up my sisters insulin* “Hannah...... lets get fucked up”;1;['krystian', 'pick', 'my', 'sister', 'insulin', 'hannah', 'let', 'us', 'get', 'fuck']
princebrailey;Have to go get my glucose test done in the morning 😭;1;['go', 'get', 'my', 'glucos', 'test', 'do', 'morn', 'EMOT_CRY']
bunny_wheeler;@PrisonPlanet @Biracial_Chick Have they not heard of diabetes or heart disease.....these things do not care about your politics or feelings.;1;['USER', 'USER', 'hear', 'diabet', 'heart', 'diseas', 'thing', 'care', 'polit', 'feel']
iamteetee92;I need to find me a glucose guardian! Lol;1;['i', 'need', 'find', 'me', 'glucos', 'guardian', 'lol']
akmiller26;This is why you’re diabetic stop bitch https://t.co/73VPD9rsSr;1;['diabet', 'stop', 'bitch', 'URL']
bamboo_mzqueen;You got the diabetic problems let me give you a way out naturally https://t.co/erjmas5oFl;1;['get', 'diabet', 'problem', 'let', 'me', 'give', 'way', 'natur', 'URL']
davidlane_22;@NonGMOProject Well you may have to put GMOs in your body if, for example, you are diabetic and need insulin.;1;['USER', 'well', 'may', 'put', 'gmos', 'bodi', 'exampl', 'diabet', 'need', 'insulin']
Osekita;I am reaching out 2 every1 afflicted wt cancer diabetes high blood pressure barrenness RECV Healing rgt now in Jesus' Name. Amen!;1;['i', 'reach', '2', 'everi', '1', 'afflict', 'wt', 'cancer', 'diabet', 'high', 'blood', 'pressur', 'barren', 'recv', 'heal', 'rgt', 'jesus', 'name', 'amen']
delenasarya;because it tastes like literal diabetes https://t.co/V7dZOA0oN6;1;['tast', 'like', 'liter', 'diabet', 'URL']
SocalistBantam;@tiimsmiith @BcafcNathan Have you not fucking died of diabetes yet Tim;1;['USER', 'USER', 'fuck', 'die', 'diabet', 'yet', 'tim']
leximckenzi;Oreo always hated everyone before he was diagnosed with diabetes and now he's just up my ass 24/7 https://t.co/h3G5xDlwrU;1;['oreo', 'alway', 'hat', 'everyon', 'diagnos', 'diabet', 'my', 'ass', '24/7', 'URL']
ShannonMisset;Having a diabetic bf who can’t handle their drink is BRUTAL 😷;1;['diabet', 'bf', 'cannot', 'handl', 'drink', 'brutal']
shay7991;Just got asked if I had diabetes.. while I was eating a kit kat. #awkward #wtf;1;['get', 'ask', 'i', 'diabet', 'i', 'eat', 'kit', 'kat', 'awkward', 'wtf']
jjasghar;And with that, I’m now tubed and on the path to a closed loop insulin system https://t.co/T9AFlGVoRP;1;['i', 'tube', 'path', 'close', 'loop', 'insulin', 'system', 'URL']
shotbybay;@ItsMePagan Cancer, diabetes, heart disease, strokes, all STRONGLY linked to consumption of animal products again and again;1;['USER', 'cancer', 'diabet', 'heart', 'diseas', 'stroke', 'strong', 'link', 'consumpt', 'anim', 'product']
ninja_viking1;@jimmykimmel @KellyRipa It's nice to know you think #diabetes is a joke.  Try having a child that has #type1.  No w… https://t.co/0QOy3NmkWI;1;['USER', 'USER', 'nice', 'know', 'think', 'diabet', 'joke', 'tri', 'child', 'TYPEONE', 'w', 'URL']
victorialyx_;im not surprised if i got diabetes in future;1;['i', 'surpris', 'i', 'get', 'diabet', 'futur']
MyKi2Heaven;"I'll entertain her and do what I suggested : check his BP &amp; glucose. I can only call it as I see it and let the Drs go from there.";1;['i', 'entertain', 'i', 'suggest', 'check', 'bp', 'glucos', 'i', 'call', 'i', 'see', 'let', 'drs', 'go']
DominicMejorada;My dad has a family history for diabetes, but that can be avoided. 🍏 #WorldDiabetesDay;1;['my', 'dad', 'famili', 'histori', 'diabet', 'avoid', 'worlddiabetesday']
DaygoFatts;They're serving steak in the hospital your at getting treated for diabetes... #thingsthatmakeyougohmm #ThursdayThoughts;0;['serv', 'steak', 'hospit', 'get', 'treat', 'diabet', 'thingsthatmakeyougohmm', 'thursdaythought']
FKADENIM;Y’all niggas put sugar on everything... now I see why black people always at risk to get diabetes.;1;['nigga', 'put', 'sugar', 'everyth', 'i', 'see', 'black', 'peopl', 'alway', 'risk', 'get', 'diabet']
mychaljayson;"Caffeine and glucose. Going to need both over the next few hours.

#arrival #welcometoourworld… https://t.co/beP5Fh2cpe";1;['caffein', 'glucos', 'go', 'need', 'next', 'hour', 'arriv', 'welcometoourworld', 'URL']
banngtannboys;The gap is huge but do. not. stop! I have a flask full of coffee and a tub full of sugar (Imma get diabetes sis) to keep me up at night as -;1;['gap', 'huge', 'stop', 'i', 'flask', 'full', 'coffe', 'tub', 'full', 'sugar', 'imma', 'get', 'diabet', 'sis', 'keep', 'me', 'night']
EmmyColeman;If a restaurant doesn’t have Coke0, I get half-regular, half-diet. Tonight @4estcoleman started calling this “diabetes cancer drink.” 😂🙄;1;['restaur', 'coke', '0', 'i', 'get', 'half-regular', 'half-diet', 'tonight', 'USER', 'start', 'call', 'diabet', 'cancer', 'drink', 'EMOT_LAUGH']
felicia_box;I just passed my bad a booklet on diabetes while we eat BBQ chips, ice cream and nachos together;1;['i', 'pass', 'my', 'bad', 'booklet', 'diabet', 'eat', 'bbq', 'chip', 'ice', 'cream', 'nacho', 'togeth']
jnrupard;I have my glucose test on Monday and I’m notttttttt looking forward to it 🤦🏻‍♀️;1;['i', 'my', 'glucos', 'test', 'monday', 'i', 'notttttttt', 'look', 'forward']
lloyddhr;I was looking forward to using the 30th anniversary @ikeaUK voucher, but instead of £5, I recieved a cake voucher. I'm diabetic. Thanks. :(;1;['i', 'look', 'forward', 'use', '30th', 'anniversari', 'USER', 'voucher', 'instead', '5', 'i', 'reciev', 'cake', 'voucher', 'i', 'diabet', 'thank', 'EMOT_SAD_ANGRY']
circleNYCRC;Fran: Please pray for my cousin Sal.  Due to diabetes, he has suffered many medical issues.  He is having much... https://t.co/wIeERHvStq;0;['fran', 'pleas', 'pray', 'my', 'cousin', 'sal', 'due', 'diabet', 'suffer', 'mani', 'medic', 'issu', 'much', 'URL']
sweetoasis_;@Zdaggett89 Lmao no fool my other class about stds n shit this one about health shit like cardiovascular disease n diabetes 🤦🏾‍♀️😂;1;['USER', 'lmao', 'fool', 'my', 'class', 'stds', 'n', 'shit', 'one', 'health', 'shit', 'like', 'cardiovascular', 'diseas', 'n', 'diabet', 'EMOT_LAUGH']
MoeLindsey;3 years later: My diabetes made me fall in the shower today. https://t.co/go6scICV4P;1;['3', 'year', 'later', 'my', 'diabet', 'make', 'me', 'fall', 'shower', 'today', 'URL']
marissaizzi;"Lola has diabetes and Maizy has cancer

Where did I go wrong????? What did I do to deserve this????";1;['lola', 'diabet', 'maizi', 'cancer', 'i', 'go', 'wrong', 'i', 'deserv']
ThatTrav;@diannaeanderson The only thing that'll stop people supporting him is either death (by diabetes or pickup truck acc… https://t.co/lmgj83C01p;1;['USER', 'thing', 'stop', 'peopl', 'support', 'either', 'death', 'diabet', 'pickup', 'truck', 'acc', 'URL']
Thick_nd_Lovely;"I hate doing this glucose test , all that damn sugar be making me sleepy &amp; sick";1;['i', 'hate', 'glucos', 'test', 'damn', 'sugar', 'make', 'me', 'sleepi', 'sick']
PaxTheCollector;I can only appreciate that I just got diabetes https://t.co/A0Ols4QsZF;1;['i', 'appreci', 'i', 'get', 'diabet', 'URL']
Kimiisms;@NoahLampert Cinnamon fights diabetes, so there's that!;1;['USER', 'cinnamon', 'fight', 'diabet']
jorgeglez818;"never again buying @DunkinDonuts 
 what the hell is this diabetes drink. i swear i sipped a pound of sugar! dissapo… https://t.co/fMK1YRJoLG";1;['never', 'buy', 'USER', 'hell', 'diabet', 'drink', 'i', 'swear', 'i', 'sip', 'pound', 'sugar', 'dissapo', 'URL']
glass_bryan;And I’m now just one week away from the 20th anniversary of being diagnosed with type 1 diabetes: October 17, 1997 - a dark day indeed.;1;['i', 'one', 'week', 'away', '20th', 'anniversari', 'diagnos', 'TYPEONE', 'diabet', 'octob', '17', '1997', 'dark', 'day', 'inde']
Hectzilla;@TraciReardon Why does santa always get cookies on xmas eve? Why doesnt santa get tofu? Or rice cakes? He prolly has diabetes like a mofo;0;['USER', 'santa', 'alway', 'get', 'cooki', 'xmas', 'eve', 'santa', 'get', 'tofu', 'rice', 'cake', 'prolli', 'diabet', 'like', 'mofo']
_brendv;"I had an anxiety attack at work tonight &amp; my coworker straight up tried to convince me that I have diabetes. 🌚";1;['i', 'anxieti', 'attack', 'work', 'tonight', 'my', 'cowork', 'straight', 'tri', 'convinc', 'me', 'i', 'diabet']
BECKYFTTOM;@ebonyday1 Hia, my dad is diabetic and he was just wondering what the thing on David's arm is exactly? X;1;['USER', 'hia', 'my', 'dad', 'diabet', 'wonder', 'thing', 'david', 'arm', 'exact', 'x']
marisel5rosario;I done put too much sugar in my coffee, now I gotta throw this shit out before I get diabetes 🤦🏻‍♀️;1;['i', 'do', 'put', 'much', 'sugar', 'my', 'coffe', 'i', 'get', 'throw', 'shit', 'i', 'get', 'diabet']
soholan;Next 36hrs will be tough. Clear liquids only until after surgery tomorrow. Since I’m glucose intolerant carbolicious fruit juice a bad idea.;1;['next', '36hrs', 'tough', 'clear', 'liquid', 'surgeri', 'tomorrow', 'sinc', 'i', 'glucos', 'intoler', 'carbolici', 'fruit', 'juic', 'bad', 'idea']
PagingDrBear;@TIME Give them cookies, but not if they're diabetic cause they'll die and hate you for it. It's a vicious cycle, s… https://t.co/DpKT3WrJsw;1;['USER', 'give', 'cooki', 'diabet', 'die', 'hate', 'vicious', 'cycl', 'URL']
itsemmsy;just been raged at from downstairs asking what the fuck ive been taking.. it’s called diabetes mom chill all the co… https://t.co/RGp5PgMl9O;1;['rag', 'downstair', 'ask', 'fuck', 'i', 'take', 'call', 'diabet', 'mom', 'chill', 'co', 'URL']
thenewboss20_0;@TheLoreMasterYT Redbull gives you heart diabetes. That should be their new slogan.;1;['USER', 'redbul', 'give', 'heart', 'diabet', 'new', 'slogan']
cyphersmut;link me to diabetic kind of yoonmin fluff;1;['link', 'me', 'diabet', 'kind', 'yoonmin', 'fluff']
twatmelinda;I think I just got diagnosed w type 2 diabetes by looking at this https://t.co/YrTHdGflb2;1;['i', 'think', 'i', 'get', 'diagnos', 'w', 'TYPETWO', 'diabet', 'look', 'URL']
jwokr;@chefkathie Best part is it's sugar free (I'm diabetic) so I can all day and all night @chefkathie;1;['USER', 'best', 'part', 'sugar', 'free', 'i', 'diabet', 'i', 'day', 'night', 'USER']
CaptSwiggy;My 1st attempt at making #glutenfree #diabetic friendly pie. Looks nice, here's hoping it's edible. 🤞🏻 https://t.co/fWKtWLgsGF;1;['my', '1st', 'attempt', 'make', 'glutenfre', 'diabet', 'friend', 'pie', 'look', 'nice', 'here', 'hop', 'edibl', 'URL']
SimpIyMesut;"*adds sugar to weetabix*

mum: what do you think you’re doing do you want to get diabetes?";0;['add', 'sugar', 'weetabix', 'mum', 'think', 'want', 'get', 'diabet']
NEW_VALIS;@Hatch526 @AntonyWH1 Suicide? Dying from diabetes bcos you can't refrigerate your insulin? And can't afford food? Interesting definition.;0;['USER', 'USER', 'suicid', 'die', 'diabet', 'bcos', 'cannot', 'refriger', 'insulin', 'cannot', 'afford', 'food', 'interest', 'definit']
MidModPicks;@realJamesAllsup Why do we have to pay for boner pills? ....for heart meds? ....for cancer meds? ....for insulin? W… https://t.co/UUZhRH4vVv;1;['USER', 'pay', 'boner', 'pill', 'heart', 'med', 'cancer', 'med', 'insulin', 'w', 'URL']
freddiemclairs;that was rude. you didn't have to call him a liability the man has diabetes, HE'S ILL LMAO #HellsKitchen;1;['rude', 'call', 'liabil', 'man', 'diabet', 'i', 'lmao', 'hellskitchen']
not_your_kraia;You want us to foot the bill for your #birthcontrol but my 9 year old niece is charged almost $1000 a month for life saving insulin? #type1;1;['want', 'us', 'foot', 'bill', 'birthcontrol', 'my', '9', 'year', 'old', 'niec', 'charg', 'almost', '1000', 'month', 'life', 'save', 'insulin', 'TYPEONE']
jadeb384;@RoadTripTV Andy has 150 chocolate bars. He eats 125. What does he have now?. Diabetes, Andy has diabetes now.;1;['USER', 'andi', '150', 'chocol', 'bar', 'eat', '125', 'diabet', 'andi', 'diabet']
HillBillybry;Every Halloween, Liberal haters will dress up their kids and send them door to door begging for free diabetic... https://t.co/BO1HjDqzlB;1;['everi', 'halloween', 'liber', 'hater', 'dress', 'kid', 'send', 'door', 'door', 'beg', 'free', 'diabet', 'URL']
NickHadjistavro;We are all just glucose looking for our insulin in this world that is diabetes.;1;['glucos', 'look', 'insulin', 'world', 'diabet']
ApricotWitch;@PHenryMartin @JulieLvsPACKERS @MattWalshBlog So, your insurance doesn't cover any of the cost of your diabetes meds?;1;['USER', 'USER', 'USER', 'insur', 'cover', 'cost', 'diabet', 'med']
MrStevemcw;@McD_Canada @Findurslf This is your year to get diabetes!!;0;['USER', 'USER', 'year', 'get', 'diabet']
bainenathan;There’s no I in team but there’s more than enough i’s in diabetes;1;['i', 'team', 'enough', 'i', 'diabet']
AndrewPistachio;Someone plz be my glucose guardian https://t.co/2h8yk06NPo;1;['someon', 'plz', 'my', 'glucos', 'guardian', 'URL']
chriscesq;Can @ryanbloomquist make “Mimi take your insulin break” next?;0;['USER', 'make', 'mimi', 'take', 'insulin', 'break', 'next']
brittdales;But ppl think they should pay for it themselves lol. I guess diabetics should pay for insulin themselves, etc etc t… https://t.co/K6d1fc1mJu;1;['ppl', 'think', 'pay', 'lol', 'i', 'guess', 'diabet', 'pay', 'insulin', 'etc', 'etc', 'URL']
Steven14949928;@HackneyAbbott Your diabetes must be playing up if you think that.;1;['USER', 'diabet', 'must', 'play', 'think']
junior_villeta;@DaithiDeNogla @Jack_Septic_Eye Yes the overdose is called diabetes;1;['USER', 'USER', 'yes', 'overdos', 'call', 'diabet']
ScottLeyes;"Wake up! Regulating ""bump stocks"" is NOT gun control - it'll be about as effective as outlawing square donuts to fight diabetes";0;['wake', 'regul', 'bump', 'stock', 'gun', 'control', 'effect', 'outlaw', 'squar', 'donut', 'fight', 'diabet']
strahinjagov;@ReconditeAgony And then his or her parents will sue me for giving their child diabetes 😂😂😂;1;['USER', 'parent', 'sue', 'me', 'give', 'child', 'diabet', 'EMOT_LAUGH', 'EMOT_LAUGH', 'EMOT_LAUGH']
Katie_12399;“My cousin shaved off his eyebrows and blamed it on his diabetes”;1;['my', 'cousin', 'shave', 'eyebrow', 'blame', 'diabet']
HumberstonesHms;Whether you have full diabetes like @chrispennell or gestational as my wife did, life does not stop @DiabetesUK https://t.co/VDdZqCa3wV;0;['whether', 'full', 'diabet', 'like', 'USER', 'gestat', 'my', 'wife', 'life', 'stop', 'USER', 'URL']
queenboca;@alluremaries i hope your dreams have fucking diabetes;1;['USER', 'i', 'hope', 'dream', 'fuck', 'diabet']
LexiNahlTV;Learning diabetes prevention techniques this morning with @SaratogaLions ... but it's so hard to see the Splenda go… https://t.co/IAZLkuc1Lw;0;['learn', 'diabet', 'prevent', 'techniqu', 'morn', 'USER', 'hard', 'see', 'splenda', 'go', 'URL']
only1rudy;@Barnacules You're going to have diabetes 😂😁;1;['USER', 'go', 'diabet', 'EMOT_LAUGH', 'EMOT_LAUGH']
ekhayamusic;Going all out for the fight against diabetes. Play your part I just did mine.:::donate,… https://t.co/ZM59fn3Tbh;1;['go', 'fight', 'diabet', 'play', 'part', 'i', 'mine', 'onat', 'URL']
arisolby;@itsjustkendall_ it tastes like strong diabetes to me;1;['USER', 'tast', 'like', 'strong', 'diabet', 'me']
maryanoke;We have to start rationing my pussy juice, I don't want you to get diabetes https://t.co/mgOtw5P8XW;1;['start', 'ration', 'my', 'pussi', 'juic', 'i', 'want', 'get', 'diabet', 'URL']
44ronislam;@BaronStomper @NyteVylo If someone has a pacemaker or an insulin pump we can hack them to death;1;['USER', 'USER', 'someon', 'pacemak', 'insulin', 'pump', 'hack', 'death']
Dat_kid_Legit;Really tough being a diabetic some days;1;['realli', 'tough', 'diabet', 'day']
speedmonkeycouk;Someone’s brought white chocolate caramel shortcake squares into the office. I can see myself catching diabetes today;1;['someon', 'bring', 'white', 'chocol', 'caramel', 'shortcak', 'squar', 'offic', 'i', 'see', 'myself', 'catch', 'diabet', 'today']
NeshaLanae__;Not only could that tea have given me diabetes, it could’ve flat out KILLED me.;1;['could', 'tea', 'give', 'me', 'diabet', 'could', 'flat', 'kill', 'me']
double_H_15;When you have a bf and this doesn’t happen, cuz he’s diabetic and can’t get sick from you cuz it just makes him mor… https://t.co/GDElqIiNQz;1;['bf', 'happen', 'cuz', 'diabet', 'cannot', 'get', 'sick', 'cuz', 'make', 'mor', 'URL']
allhaildani_;lmaooo somebody get they diabetic grandpa https://t.co/8lgjVu9T4c;1;['lmaooo', 'somebodi', 'get', 'diabet', 'grandpa', 'URL']
krishnadasmath;@TapLHarv @TapLHarv I'm scared that you will get diabetes.;1;['USER', 'USER', 'i', 'scar', 'get', 'diabet']
crettew;This is not a battery pack-- it is an insulin pump.  The same one my daughter wears.  #wemusteducate #typenone… https://t.co/KwpiPtLTLE;1;['batteri', 'pack', 'insulin', 'pump', 'one', 'my', 'daughter', 'wear', 'wemusteduc', 'typenon', 'URL']
lenlen_kyun;Give me a sec insulin calls;1;['give', 'me', 'sec', 'insulin', 'call']
MacMandy2;@SunLifeCA Can someone pls confirm the freestyle libre is now going to be covered?;1;['USER', 'someon', 'pls', 'confirm', 'freestyl', 'libr', 'go', 'cover']
McJNuggs;"@Lyricoldrap ""This tree has diabetes or somethin'!""
                                                          -AGP… https://t.co/YbrzDqto0e";1;['USER', 'tree', 'diabet', 'someth', 'agp', 'URL']
jaye_matt;@Diabetescouk I've played diabetes for close on 45 years and it's not that exciting. There are plenty of life games… https://t.co/w2WryhvXez;1;['USER', 'i', 'play', 'diabet', 'close', '45', 'year', 'excit', 'plenti', 'life', 'game', 'URL']
